0,"383;45;42;55;46;10;34;41;48;19;19;77;30;19;77;79;383;45;42;55;46;10;34;41;48;19;19;77;30;19;77;79;390;34;42;74;40;10;29;39;61;18;21;49;30;18;66;103",-1
1,"379;62;33;43;41;13;29;35;61;17;14;63;46;18;93;77;384;61;30;41;37;13;29;37;64;19;14;64;46;16;91;78;382;54;31;68;28;11;25;36;74;17;13;28;44;17;87;109",-1
2,"278;37;41;34;45;11;48;31;58;10;29;56;59;25;147;115;284;39;42;34;42;13;46;27;61;12;26;59;60;24;142;113;297;25;32;49;34;12;35;34;64;11;28;30;53;18;149;153",-1
3,"411;38;36;38;43;14;33;18;75;22;12;68;37;28;91;60;405;35;34;36;39;13;35;21;75;22;13;70;38;29;97;62;423;26;29;66;34;11;30;16;85;25;16;37;33;30;83;80",-1
4,"390;59;46;43;40;9;27;21;78;14;14;60;48;17;86;72;389;63;43;45;34;8;29;20;78;14;15;57;49;17;89;74;411;50;44;40;32;6;26;20;73;15;14;50;40;18;85;100",-1
5,"386;42;37;38;52;7;25;33;66;23;27;63;46;15;85;79;394;39;33;42;45;7;27;32;64;23;26;61;48;16;87;80;401;30;32;57;43;4;22;27;76;21;27;37;42;15;82;108",-1
6,"415;59;37;18;40;12;20;14;89;27;14;62;51;21;77;68;410;55;36;19;41;12;20;14;92;27;15;64;55;21;75;68;425;48;37;36;26;11;20;20;99;24;14;41;52;23;62;86",-1
7,"398;60;31;34;38;4;31;15;72;19;15;65;36;24;102;80;387;65;31;39;35;3;33;17;68;22;15;67;38;20;103;81;370;52;32;56;27;9;27;25;90;22;16;39;32;13;104;110",-1
8,"426;55;45;33;30;6;26;24;70;20;12;58;47;21;98;53;428;55;43;34;30;6;25;23;73;18;11;60;47;21;98;52;430;41;38;62;29;5;22;17;82;18;9;33;39;20;99;80",-1
9,"484;107;29;53;17;11;22;27;52;21;3;59;17;21;59;42;479;105;32;55;17;12;20;29;51;20;3;58;14;21;62;46;491;91;30;78;16;14;18;23;60;25;6;35;12;20;41;64",-1
10,"340;63;21;55;29;9;17;81;132;15;10;66;66;15;48;57;336;64;21;52;34;6;14;81;129;14;10;67;66;16;55;59;345;57;20;82;25;5;12;76;141;19;9;33;58;18;40;84",-1
11,"388;63;34;40;38;8;27;32;53;23;18;73;54;10;91;72;403;62;35;40;38;8;25;34;60;20;19;72;51;11;81;65;410;43;35;55;38;7;18;30;81;21;22;40;37;11;73;103",-1
12,"336;42;36;32;39;11;41;26;70;19;23;62;79;17;104;87;323;38;39;32;44;12;41;27;74;18;24;64;81;19;102;86;337;32;34;47;39;11;40;23;85;16;27;35;67;17;94;120",-1
13,"399;63;47;52;35;10;33;39;38;24;17;64;31;13;85;74;378;70;47;42;38;6;37;34;44;18;16;66;38;15;93;82;376;58;34;77;27;8;28;43;68;18;18;25;30;12;95;107",-1
14,"365;55;34;27;28;5;45;27;62;14;22;56;62;16;116;90;361;54;26;25;29;7;43;28;61;17;24;56;68;15;116;94;380;43;30;44;22;9;40;24;69;15;17;26;56;11;108;130",-1
15,"481;82;22;23;29;9;22;17;62;21;12;62;34;16;78;54;484;85;24;23;33;7;17;18;72;20;10;58;34;17;74;48;488;73;25;51;27;8;14;17;86;26;13;31;29;18;52;66",-1
16,"276;57;49;52;44;7;48;42;42;17;14;68;53;18;125;112;285;59;44;49;48;7;45;36;41;16;18;70;49;19;123;115;308;44;45;62;38;5;35;53;47;11;18;38;36;15;116;153",-1
17,"387;99;40;65;34;12;27;34;38;17;11;70;29;18;76;67;400;99;37;63;32;13;24;31;38;18;11;68;30;18;78;64;397;91;35;81;34;12;18;33;54;22;17;36;26;14;68;86",-1
18,"447;88;27;25;30;7;22;15;48;28;11;62;41;18;97;58;460;98;25;23;32;6;20;13;43;29;11;65;36;17;92;54;461;75;24;54;27;2;20;15;68;30;13;27;32;21;84;71",-1
19,"481;82;25;25;27;9;15;12;71;30;13;58;45;18;72;41;507;81;25;28;31;7;12;13;65;32;9;57;31;20;62;44;514;73;17;51;20;8;16;11;89;39;14;20;31;19;43;59",-1
20,"428;81;36;39;43;5;23;31;56;23;11;59;38;20;77;54;436;73;34;30;45;4;22;26;58;27;13;62;47;21;78;48;442;65;33;51;32;7;21;34;84;26;15;23;40;16;59;76",-1
21,"357;78;52;45;40;9;32;40;58;17;16;62;41;26;76;75;357;77;55;44;38;10;30;42;63;19;13;62;40;23;79;72;359;70;45;70;26;8;25;41;75;16;14;30;43;18;81;103",-1
22,"374;107;42;39;30;9;29;30;38;11;12;59;32;21;116;75;379;106;40;31;37;11;22;30;44;14;12;59;39;18;109;73;387;94;33;55;29;13;22;34;56;14;15;34;33;13;89;103",-1
23,"423;73;17;32;33;4;16;6;145;14;6;52;51;20;101;31;429;84;16;38;29;5;14;8;142;11;8;52;46;19;90;33;453;73;19;39;26;8;11;5;145;13;9;38;41;18;80;46",-1
24,"451;83;25;25;26;2;25;15;82;12;13;52;50;14;93;56;475;75;26;21;24;2;25;15;72;14;12;52;52;14;88;57;476;67;25;40;20;2;23;13;92;16;10;21;45;11;85;78",-1
25,"476;84;37;47;27;9;24;22;43;17;9;57;23;15;77;57;483;84;39;46;28;9;21;22;44;15;7;56;22;15;77;56;481;70;32;68;24;10;26;18;64;17;7;31;18;12;67;79",-1
26,"244;67;44;44;28;13;47;77;60;16;13;57;41;22;84;167;262;59;43;51;26;10;47;73;53;23;14;53;44;26;81;159;307;38;32;59;15;11;39;60;75;21;19;20;44;23;64;197",-1
27,"321;126;20;33;20;8;25;30;40;19;11;56;39;23;142;111;316;124;23;35;24;6;35;29;33;19;10;59;35;21;146;109;364;106;24;56;17;11;13;28;54;22;10;28;23;16;112;140",-1
28,"499;97;28;29;33;7;20;25;39;21;14;52;23;21;74;42;501;97;27;28;33;7;19;25;41;23;14;50;24;20;75;40;512;83;22;53;32;6;19;17;54;28;15;20;19;14;61;69",-1
29,"443;83;32;48;27;11;20;29;54;25;11;61;36;16;68;60;443;83;32;48;27;11;20;29;54;25;11;61;36;16;68;60;451;72;31;65;20;11;18;27;70;26;8;35;37;9;56;88",-1
30,"446;75;45;37;25;10;28;30;46;24;9;63;36;21;67;62;449;70;45;38;24;10;28;31;46;23;9;62;36;21;68;64;460;53;42;61;21;11;23;29;65;29;9;28;30;18;55;90",-1
31,"476;87;32;36;34;4;22;33;67;16;10;61;27;17;62;40;469;91;31;32;36;4;21;32;67;16;10;62;29;18;65;41;484;72;30;58;24;4;17;34;82;23;10;27;32;13;53;61",-1
32,"415;66;28;34;36;6;22;25;57;20;17;62;51;23;90;72;409;71;30;33;36;8;22;24;54;20;15;61;48;25;97;71;417;55;30;53;27;6;23;30;78;19;16;33;51;20;74;92",-1
33,"285;102;40;43;42;3;48;29;35;14;16;57;52;17;146;95;288;102;39;42;39;3;49;29;35;14;16;57;53;16;147;95;321;80;33;65;35;3;37;26;46;13;18;20;36;16;132;143",-1
34,"418;37;24;53;42;4;18;54;84;8;11;65;39;12;107;48;412;37;24;56;43;4;19;54;85;8;11;65;40;12;102;52;456;23;19;55;33;5;17;39;86;7;11;46;33;11;85;98",-1
35,"194;34;44;32;36;8;55;41;53;9;24;54;75;18;204;143;194;34;44;32;36;8;55;41;53;9;24;54;75;18;204;143;240;16;40;42;22;7;47;32;55;5;24;23;67;16;190;198",-1
36,"199;51;19;68;42;2;32;52;114;19;14;65;82;23;136;106;203;53;24;76;41;3;31;56;114;14;13;64;81;23;118;110;256;46;23;80;27;4;16;51;104;15;10;42;76;15;112;147",-1
37,"210;137;38;48;33;5;37;38;49;15;10;59;76;25;145;99;212;125;39;58;43;6;31;36;50;19;15;63;88;24;126;89;263;116;33;72;27;4;28;37;52;21;16;38;57;20;111;129",-1
38,"290;156;18;80;21;10;13;40;66;24;9;59;49;14;112;63;287;175;23;85;15;5;17;40;55;21;6;57;48;14;115;61;305;113;21;118;8;8;14;46;59;35;4;17;38;12;110;116",-1
39,"260;70;29;97;38;4;23;75;63;15;10;68;51;20;95;106;257;76;28;91;37;4;26;70;68;18;9;62;52;22;95;109;300;52;27;91;28;8;14;63;72;23;12;32;44;18;84;156",-1
40,"164;77;38;122;43;8;45;141;24;11;7;67;23;11;84;159;167;77;35;127;32;6;50;133;28;13;6;62;28;12;84;164;217;51;32;134;13;7;36;133;34;12;8;31;24;8;76;208",-1
41,"285;91;31;18;11;7;27;46;23;17;7;52;38;22;141;208;288;96;29;17;10;7;27;42;25;13;7;51;41;22;138;211;328;74;29;26;5;3;17;39;40;20;7;10;17;23;137;249",-1
42,"257;69;26;60;37;10;41;72;61;18;22;78;51;26;86;110;220;72;39;66;29;8;44;90;56;15;24;67;49;24;94;127;267;37;39;79;32;7;31;93;56;10;19;40;32;17;74;191",-1
43,"246;67;25;36;33;5;41;32;67;15;11;58;79;20;164;125;250;67;31;29;36;5;33;30;68;17;9;58;67;22;173;129;295;40;26;47;35;5;24;28;72;24;8;29;49;19;153;170",-1
44,"258;53;24;38;32;6;45;45;59;8;19;60;65;15;169;128;238;53;26;40;31;6;51;48;56;7;22;59;74;13;171;129;268;43;27;50;24;4;28;44;65;9;15;19;48;8;194;178",-1
