0,"362;38;43;32;43;4;36;26;80;11;23;55;70;12;108;81;362;38;43;32;43;4;36;26;80;11;23;55;70;12;108;81;373;29;42;52;40;4;31;22;89;10;24;23;49;11;108;117",-1
1,"355;37;49;35;51;6;46;24;63;17;22;59;48;14;105;93;355;37;49;35;51;6;46;24;63;17;22;59;48;14;105;93;360;31;46;52;39;6;39;30;76;19;24;23;40;13;112;114",-1
2,"426;55;46;66;28;9;33;36;41;12;14;59;24;14;84;77;429;53;45;68;29;8;31;35;43;13;15;58;24;13;82;78;426;45;40;96;24;7;30;40;53;17;16;33;21;11;74;91",-1
3,"461;54;46;52;25;9;29;22;68;12;12;44;40;15;89;46;464;51;44;39;24;7;30;23;71;10;13;47;42;16;94;49;474;40;43;58;24;5;28;20;80;17;13;18;29;17;86;72",-1
4,"325;36;27;30;50;5;33;17;97;15;27;68;92;10;105;87;322;38;30;27;48;4;31;15;105;17;26;65;97;9;103;87;349;24;26;38;40;4;25;22;109;23;28;39;78;9;99;111",-1
5,"452;49;34;35;39;8;24;20;84;16;18;53;37;15;81;59;443;52;33;33;39;8;26;20;84;17;18;53;42;16;81;59;442;48;32;60;30;7;21;26;96;14;17;26;38;16;81;70",-1
6,"454;62;37;52;28;14;22;26;60;26;17;52;29;22;68;55;447;71;40;55;31;14;22;26;57;24;16;56;30;21;64;50;462;59;38;69;22;15;18;29;74;24;14;29;28;19;58;66",-1
7,"473;72;37;57;35;3;17;20;69;12;10;59;29;14;68;49;476;77;31;47;36;4;21;22;63;11;13;61;32;14;66;50;476;60;35;68;35;5;17;22;90;11;12;33;25;13;52;70",-1
8,"189;51;20;76;48;5;28;86;62;20;15;62;109;17;101;135;186;54;19;77;51;5;26;88;62;22;17;58;109;17;102;131;230;46;18;80;41;3;29;75;57;16;16;39;87;16;84;187",-1
9,"517;46;46;28;34;1;22;18;57;9;12;47;29;9;98;51;495;49;41;39;35;1;19;19;66;11;11;47;30;11;98;52;480;35;35;64;28;2;18;21;79;13;15;21;34;6;101;72",-1
