0,"141;90;33;153;26;11;28;96;73;11;5;24;94;9;98;132",0
1,"332;32;79;31;36;11;60;41;62;13;29;17;49;8;91;133",0
2,"482;52;40;48;38;7;29;20;80;13;12;38;48;19;33;65",0
3,"349;27;43;17;54;8;20;17;127;20;33;24;96;21;84;84",0
4,"416;48;44;43;52;8;28;38;84;19;29;34;39;10;50;82",0
5,"631;24;30;23;20;3;17;15;70;6;12;22;41;7;56;47",0
6,"504;49;59;30;29;18;26;18;76;9;17;29;51;5;46;58",0
7,"543;59;43;25;33;5;19;24;76;21;18;28;35;10;36;49",0
8,"227;130;29;60;7;11;14;66;53;22;8;4;56;19;106;212",0
9,"214;31;39;20;31;16;17;95;141;24;27;17;51;30;70;201",0
10,"109;48;41;161;50;4;56;76;19;12;9;59;120;30;64;166",0
11,"307;42;69;58;47;3;49;39;43;9;23;29;42;21;100;143",0
12,"190;7;35;2;34;4;42;7;93;2;42;6;119;10;302;129",0
13,"278;30;37;12;35;8;30;13;96;8;23;7;120;17;224;86",0
14,"458;65;42;31;50;14;25;23;87;25;17;27;40;17;32;71",0
15,"562;158;27;41;30;11;15;11;39;19;9;15;19;10;23;35",0
16,"283;121;24;117;26;4;21;43;66;19;8;31;52;6;80;123",0
17,"258;70;22;33;35;7;21;30;102;14;14;16;86;8;164;144",0
18,"181;104;27;58;18;5;31;65;45;16;15;18;84;12;151;194",0
19,"187;68;15;80;50;8;26;79;100;16;12;55;62;16;77;173",0
20,"151;62;4;110;41;4;18;118;116;12;12;44;86;11;83;152",0
21,"156;58;10;69;29;4;24;56;77;14;8;41;78;10;187;203",0
22,"197;71;8;67;18;4;23;71;109;13;9;15;94;7;166;152",0
23,"266;142;20;39;12;3;27;17;65;15;9;11;83;14;183;118",0
24,"380;111;40;26;24;7;26;3;59;15;19;15;57;12;145;85",1
25,"438;132;27;33;18;5;27;11;49;11;12;12;48;10;120;71",1
26,"399;133;28;31;14;4;31;21;44;15;11;11;53;9;132;88",1
27,"339;57;48;43;35;5;30;22;116;14;15;19;86;12;91;92",1
28,"390;69;57;43;22;5;38;39;80;13;13;18;47;11;78;101",1
29,"409;68;40;24;22;6;31;28;65;11;20;12;43;10;100;135",1
30,"364;115;29;41;13;4;33;38;56;10;6;4;29;7;82;193",1
31,"317;92;18;11;7;2;34;10;38;8;9;4;38;7;252;177",1
32,"304;109;47;70;26;4;35;24;66;19;14;17;56;16;116;101",1
33,"340;123;38;61;24;3;27;31;54;14;13;20;65;11;107;93",1
34,"374;87;42;77;30;5;28;32;81;20;11;19;66;9;76;67",1
35,"382;78;51;92;35;2;30;55;74;12;15;21;50;14;45;68",1
36,"356;64;27;84;34;6;25;34;136;10;18;19;74;7;48;82",1
37,"336;45;50;67;37;5;40;101;79;11;17;21;36;7;44;128",1
38,"446;70;45;73;24;7;33;61;48;14;12;12;23;12;35;109",1
39,"362;38;39;21;11;0;38;54;56;18;8;9;29;19;98;224",1
