0,"198;65;27;74;5;29;12;109;114;12;13;11;74;25;85;171",0
1,"429;41;49;32;35;16;35;21;67;13;16;38;40;23;74;95",0
2,"486;80;45;73;23;13;28;18;40;17;9;40;20;17;47;68",0
3,"528;34;29;49;36;6;16;17;133;12;13;33;25;10;31;52",0
4,"477;52;44;39;37;5;30;12;96;11;11;22;48;12;64;64",0
5,"522;61;45;52;42;12;20;22;55;15;12;23;21;15;49;58",0
6,"390;34;27;105;19;7;10;77;204;7;5;22;46;4;29;38",0
7,"541;77;37;40;22;7;27;28;68;25;7;17;30;7;39;52",0
8,"192;101;30;104;11;6;18;120;94;14;11;11;69;15;65;163",0
9,"410;56;53;68;42;8;28;33;61;9;14;32;34;7;68;101",0
10,"449;81;48;56;30;4;29;41;57;9;11;23;27;12;49;98",0
11,"136;23;21;62;54;11;30;106;125;9;28;55;119;21;43;181",0
12,"386;42;30;26;33;4;32;20;76;12;23;28;68;12;137;95",0
13,"378;24;32;23;43;4;28;14;92;10;26;26;62;14;150;98",0
14,"257;12;20;69;17;4;29;82;199;7;11;19;100;6;119;73",0
15,"323;34;27;17;20;3;17;14;78;10;10;14;55;13;310;79",0
16,"179;45;10;177;20;3;6;107;288;9;3;26;58;3;42;48",0
17,"266;79;15;126;22;4;13;80;106;13;7;52;62;7;45;127",0
18,"240;102;22;37;15;5;21;38;79;18;14;6;62;22;140;203",0
19,"220;78;24;69;28;2;22;49;114;20;14;13;100;6;133;132",0
20,"244;110;18;90;19;4;23;66;86;24;10;18;60;7;115;130",0
21,"180;80;25;66;21;6;34;78;69;12;7;28;77;10;152;179",0
22,"304;83;23;61;34;4;28;49;125;16;15;32;85;6;73;86",0
23,"332;84;18;131;18;5;8;38;256;1;3;27;42;9;23;29",0
24,"202;179;21;22;12;4;25;15;46;16;11;2;51;14;278;126",1
25,"404;113;49;30;33;3;34;21;53;13;8;15;46;20;87;95",1
26,"318;88;43;55;28;7;30;31;92;23;17;21;82;17;75;97",1
27,"287;102;49;69;42;7;27;59;77;32;7;39;52;16;50;109",1
28,"337;79;50;69;29;10;35;39;94;11;10;36;35;14;65;111",1
29,"323;66;35;26;12;4;29;83;60;18;10;7;32;12;82;225",1
30,"191;59;41;57;17;9;52;85;55;11;14;18;42;15;139;219",1
31,"353;92;34;38;23;6;33;31;68;19;17;7;39;9;139;116",1
32,"373;103;49;83;22;5;28;23;83;9;7;13;57;4;110;55",1
33,"227;166;40;54;21;4;22;28;55;20;10;17;101;19;164;76",1
34,"398;92;34;100;24;3;14;38;121;10;13;26;53;4;56;38",1
35,"281;51;36;128;31;3;28;76;111;18;7;33;61;9;60;91",1
36,"288;46;35;74;42;7;31;49;156;20;18;30;73;8;51;96",1
37,"313;48;34;89;24;7;36;81;129;6;12;22;55;3;64;101",1
38,"347;58;35;61;10;4;34;112;83;8;7;6;25;10;61;163",1
39,"369;52;28;24;7;4;28;58;61;7;6;1;36;9;168;166",1
